ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod001966	4.0735	3224	0.4164	30.9553	998	67	63	0.4208	0	11.26
ceod001970	0.9674	3221	0.3636	17.3859	560	3	28	0.4500	0	3.27
ceod001971	1.5794	3219	0.3871	36.1292	1163	24	27	0.3244	0	3.06
ceod001993	1.7622	3205	0.3705	12.6989	407	39	17	0.3911	0	7.43
ceod002053	0.8585	3166	0.3765	26.8162	849	12	15	0.3528	0	1.93
ceod002070	0.9265	3158	0.4056	22.1343	699	7	22	0.4285	0	2.80
ceod002110	1.6753	3135	0.4130	11.3238	355	13	39	0.3628	0	6.77
ceod002116	4.7764	3130	0.3690	28.7220	899	85	63	0.3912	0	9.99
ceod002137	0.5825	3121	0.4058	21.1471	660	14	4	0.3394	0	1.48
ceod002203	0.1640	3085	0.3510	3.8574	119	1	4	0.3228	0	0.86
ceod002208	4.2916	3083	0.3867	33.3117	1027	43	88	0.3482	0	12.38
ceod002238	4.8053	3067	0.3779	53.7985	1650	69	77	0.3787	1	7.12
ceod002245	3.5933	3064	0.3981	38.0875	1167	64	43	0.4238	0	8.70
ceod002257	0.4728	3054	0.3795	12.2790	375	6	8	0.3126	0	1.48
ceod002260	0.5936	3051	0.3714	8.9479	273	6	12	0.4461	0	2.21
ceod002269	0.4633	3048	0.3907	8.7270	266	3	11	0.2921	0	1.84
ceod002277	0.6191	3043	0.3381	16.2011	493	14	5	0.3809	0	1.97
ceod002306	3.9653	3027	0.3848	46.9772	1422	52	67	0.3826	0	8.10
ceod002347	1.9395	3009	0.3961	25.3240	762	32	26	0.3660	0	5.07
ceod002352	2.1052	3004	0.3758	34.0546	1023	28	35	0.3739	0	4.40
ceod002372	3.7763	2995	0.4311	19.5993	587	23	89	0.4142	0	16.36
ceod002389	0.5430	2985	0.3810	13.7688	411	7	9	0.3812	0	1.58
ceod002390	3.3146	2985	0.3886	51.7588	1545	68	30	0.3865	1	5.23
ceod002429	5.2049	2968	0.3679	45.1146	1339	56	97	0.3713	0	10.51
ceod002488	0.6532	2938	0.3857	10.8577	319	6	13	0.3528	0	2.57
ceod002493	0.8815	2936	0.3718	11.9550	351	13	13	0.3770	0	3.19
ceod002503	2.8925	2930	0.3849	54.1980	1588	33	52	0.3550	1	5.29
ceod002534	0.4412	2910	0.3485	15.6701	456	9	4	0.4463	0	1.28
ceod002569	1.8154	2893	0.4113	14.5524	421	18	34	0.3549	0	6.98
ceod002570	1.9547	2893	0.3863	27.5838	798	29	27	0.3568	0	4.57
ceod002574	8.9136	2892	0.3709	88.6238	2563	75	95	0.4212	6	13.17
ceod002640	1.4745	2868	0.3654	22.5593	647	9	32	0.3589	0	3.10
ceod002655	1.6826	2861	0.3509	41.4540	1186	15	33	0.3630	0	3.12
ceod002660	2.8716	2859	0.3403	19.6572	562	23	58	0.3441	0	8.29
ceod002708	0.4272	2837	0.3413	12.0197	341	4	8	0.3507	0	1.27
ceod002727	1.1346	2830	0.3619	5.4770	155	15	17	0.3785	0	5.25
ceod002730	2.4277	2829	0.3715	20.5019	580	25	43	0.4375	0	7.92
ceod002794	0.9129	2801	0.3795	14.7090	412	17	9	0.2743	0	3.01
ceod002827	5.8859	2786	0.3270	29.6482	826	59	92	0.3790	0	13.22
ceod002873	4.3755	2770	0.3951	34.1877	947	52	68	0.3578	0	8.94
ceod002880	0.5706	2769	0.3854	30.8776	855	10	5	0.4363	0	1.10
ceod002893	1.2070	2763	0.3799	31.4875	870	18	15	0.3855	0	2.61
ceod002912	0.0000	2758	0.3987	0.0000	0	0	0	0.0000	-1	0.00
ceod002939	2.6473	2747	0.3811	9.7925	269	23	49	0.3746	0	10.03
ceod002953	0.3600	2742	0.3810	11.8527	325	4	5	0.3509	0	1.10
ceod002955	6.6866	2741	0.4103	79.1317	2169	64	85	0.4275	5	6.95
ceod002957	0.0000	2741	0.4061	0.0000	0	0	0	0.0000	-1	0.00
ceod002970	6.7274	2737	0.3738	48.7760	1335	99	83	0.3874	0	12.65
ceod002977	0.6228	2733	0.3679	16.6850	456	7	10	0.3902	0	1.56
ceod002991	2.9449	2724	0.4178	21.9163	597	20	60	0.4384	0	7.97
ceod003012	4.0452	2719	0.3640	28.2457	768	42	67	0.3957	0	10.10
ceod003015	3.8988	2717	0.3989	27.3831	744	48	57	0.3831	0	9.38
ceod003057	6.8031	2702	0.3970	40.3775	1091	100	82	0.4127	0	11.70
ceod003059	2.0603	2701	0.3580	34.9130	943	28	27	0.3404	0	4.35
ceod003066	1.6029	2697	0.4119	15.6099	421	9	34	0.4564	0	5.77
ceod003099	1.4654	2688	0.3746	17.8571	480	15	24	0.3750	0	3.47
ceod003107	2.7239	2684	0.3901	22.1684	595	35	37	0.3603	0	6.77
ceod003114	1.1283	2681	0.3805	24.8788	667	13	17	0.3386	0	2.47
ceod003136	2.3077	2671	0.3261	41.7447	1115	17	44	0.3292	0	4.88
ceod003146	3.9963	2669	0.3569	17.9093	478	48	58	0.4091	0	12.89
ceod003174	3.0741	2660	0.3932	15.7519	419	34	47	0.4018	0	10.65
ceod003187	0.9503	2657	0.3633	24.3508	647	13	12	0.3917	0	2.62
ceod003194	19.3686	2656	0.3721	93.7877	2491	59	109	0.3811	24	12.26
ceod003265	1.0669	2632	0.3240	11.6641	307	17	11	0.3713	0	4.16
ceod003267	2.0346	2631	0.3972	27.4040	721	12	41	0.4327	0	4.87
ceod003269	6.7543	2629	0.3704	42.4876	1117	100	75	0.3835	0	14.27
ceod003294	0.1542	2620	0.3374	8.8931	233	1	3	0.3193	0	0.56
ceod003296	1.1796	2617	0.3721	19.0294	498	12	19	0.2996	0	3.47
ceod003301	1.5443	2616	0.3639	15.7875	413	20	20	0.3750	0	4.79
ceod003324	0.8160	2609	0.3877	13.1085	342	20	1	0.3663	0	2.52
ceod003373	2.3849	2590	0.4162	30.6564	794	16	44	0.4020	0	5.15
ceod003414	2.3516	2577	0.4125	33.5662	865	30	30	0.4252	0	4.13
ceod003418	1.5283	2576	0.3799	28.8432	743	10	29	0.3575	0	2.97
ceod003441	0.1992	2565	0.3891	8.2651	212	0	5	0.5386	0	0.68
ceod003443	5.5329	2565	0.3961	58.4016	1498	64	69	0.3966	4	5.91
ceod003455	2.0492	2562	0.3453	21.9360	562	15	37	0.3166	0	5.74
ceod003466	1.3036	2559	0.3956	24.9707	639	15	18	0.4068	0	3.20
ceod003473	1.9292	2557	0.3821	17.0512	436	16	33	0.3419	0	4.93
ceod003512	4.7158	2544	0.4041	64.6619	1645	42	66	0.3694	2	6.67
ceod003517	2.1869	2542	0.3749	16.4831	419	18	37	0.3780	0	7.77
ceod003523	3.5577	2539	0.3620	19.8109	503	32	58	0.3080	0	10.82
ceod003542	2.4957	2534	0.4014	35.9511	911	30	26	0.3402	0	5.43
ceod003556	1.5176	2529	0.4137	28.7861	728	22	16	0.4187	0	3.65
ceod003571	1.5593	2523	0.3897	15.3785	388	15	24	0.5197	0	4.76
ceod003578	5.7921	2521	0.4016	31.6541	798	52	85	0.3662	0	16.59
ceod003580	1.2741	2521	0.4042	14.4387	364	12	20	0.4093	0	3.82
ceod003582	1.1222	2520	0.3817	18.3333	462	1	27	0.3303	0	3.36
ceod003585	5.3984	2520	0.3831	35.5952	897	64	71	0.3713	0	11.23
ceod003599	5.9217	2515	0.3523	88.6282	2229	56	83	0.3756	2	9.65
ceod003626	1.2997	2509	0.4121	21.8015	547	12	19	0.4519	0	3.11
ceod003634	0.9677	2505	0.3729	18.4830	463	9	15	0.3771	0	3.03
ceod003650	2.6161	2503	0.3971	40.8310	1022	15	50	0.3715	0	4.83
ceod003654	1.0500	2501	0.3779	16.1136	403	5	21	0.3244	0	3.65
ceod003666	1.1125	2498	0.3999	15.8127	395	6	22	0.3953	0	2.98
ceod003667	2.1033	2497	0.3801	22.0264	550	17	35	0.4014	0	5.61
ceod003695	0.9341	2490	0.3899	20.3213	506	21	2	0.3978	0	2.80
ceod003736	2.0299	2477	0.3182	13.4033	332	8	42	0.3206	0	5.52
ceod003745	0.9393	2473	0.4254	13.1419	325	13	10	0.4800	0	3.18
ceod003775	3.1171	2460	0.3776	15.4472	380	29	46	0.4719	0	8.36
ceod003782	2.8959	2459	0.3977	17.2428	424	27	44	0.4037	0	10.52
ceod003819	2.1911	2444	0.3858	39.4435	964	31	22	0.4009	0	4.16
ceod003827	4.2233	2441	0.3739	58.6645	1432	42	60	0.3907	1	7.10
ceod003843	4.5160	2438	0.3488	47.8261	1166	56	53	0.3637	0	9.56
ceod003859	0.6597	2433	0.3268	13.2758	323	7	9	0.3744	0	1.92
ceod003873	1.8175	2427	0.4104	13.9267	338	2	42	0.4408	0	7.18
ceod003898	0.0000	2421	0.4674	0.0000	0	0	0	0.0000	-1	0.00
ceod003914	0.2081	2417	0.3970	5.5027	133	1	4	0.5129	0	0.93
ceod003919	1.5468	2416	0.3854	14.7765	357	23	14	0.4236	0	4.66
ceod003922	3.6798	2414	0.3480	24.1094	582	46	43	0.3476	0	10.98
ceod003928	0.9859	2412	0.3849	7.5871	183	19	5	0.3457	0	3.80
ceod003952	4.1464	2404	0.3641	24.3760	586	55	44	0.4279	0	13.11
ceod003963	2.0604	2402	0.3822	21.2323	510	19	30	0.3547	0	6.77
ceod003967	1.6102	2401	0.3701	45.4810	1092	14	24	0.3927	0	2.90
ceod003971	1.0838	2399	0.3276	18.2159	437	8	18	0.3960	0	2.71
ceod003990	0.5319	2395	0.3841	4.8852	117	7	6	0.4143	0	2.45
ceod004007	0.7960	2392	0.4158	23.9548	573	10	9	0.3648	0	1.81
ceod004014	7.0025	2390	0.4163	44.1423	1055	80	86	0.4184	0	12.32
ceod004024	1.9866	2389	0.3886	41.6074	994	26	21	0.3684	0	4.30
ceod004029	4.7157	2388	0.3656	47.4456	1133	55	56	0.3464	0	10.11
ceod004047	4.2803	2383	0.3958	34.4943	822	42	59	0.3668	0	9.91
ceod004052	2.1196	2382	0.3701	26.5743	633	27	23	0.3299	0	5.59
ceod004056	3.1303	2380	0.3134	23.6555	563	31	43	0.3752	0	8.06
ceod004104	2.1584	2367	0.4014	35.1922	833	17	30	0.3423	0	5.19
ceod004108	1.2387	2367	0.3912	46.8948	1110	11	13	0.3548	0	2.59
ceod004159	2.0570	2351	0.3688	14.8873	350	13	35	0.3859	0	5.67
ceod004239	8.8136	2328	0.3602	48.0241	1118	107	96	0.4133	0	14.95
ceod004258	0.8928	2322	0.3971	14.8148	344	14	7	0.3791	0	2.63
ceod004260	4.8363	2322	0.3897	43.1955	1003	41	71	0.3703	0	11.83
ceod004285	7.8925	2316	0.4183	74.9568	1736	113	68	0.4003	4	10.88
ceod004375	0.3969	2290	0.4284	5.4148	124	6	3	0.4103	0	1.79
ceod004395	2.4919	2285	0.3974	13.0416	298	14	42	0.3444	0	7.52
ceod004402	3.0118	2284	0.3822	30.9982	708	21	47	0.3444	0	6.25
ceod004408	1.0653	2283	0.3883	20.6746	472	13	11	0.3523	0	2.83
ceod004411	0.7082	2282	0.4110	10.2542	234	8	8	0.4344	0	2.48
ceod004414	1.9443	2282	0.3270	15.8633	362	12	32	0.3533	0	6.03
ceod004432	4.6084	2278	0.4036	52.5900	1198	79	25	0.3714	1	9.64
ceod004448	1.3951	2273	0.4021	17.8179	405	13	19	0.3982	0	3.46
ceod004450	1.7751	2272	0.3824	43.4419	987	13	27	0.3918	0	3.59
ceod004478	5.5567	2265	0.4106	9.6689	219	32	94	0.4423	0	19.29
ceod004479	0.8909	2264	0.3648	24.3375	551	2	18	0.3406	0	1.93
ceod004488	1.7542	2262	0.4248	14.4562	327	28	11	0.3387	0	5.68
ceod004492	0.2680	2261	0.3773	9.5533	216	5	1	0.2228	0	0.99
ceod004502	1.5655	2258	0.4336	21.6120	488	16	19	0.4402	0	4.46
ceod004533	3.0978	2250	0.4214	27.6889	623	26	43	0.3398	0	8.13
ceod004539	3.0102	2248	0.4014	27.8470	626	28	23	0.3978	0	6.64
ceod004550	3.2378	2246	0.4105	10.9973	247	38	34	0.3771	0	11.93
ceod004567	1.1708	2243	0.3761	15.3366	344	11	15	0.3842	0	3.90
ceod004570	0.4079	2241	0.3436	12.5390	281	4	5	0.3032	0	1.41
ceod004628	0.9528	2226	0.3768	12.4888	278	6	15	0.3536	0	3.58
ceod004652	1.0914	2221	0.3944	20.7564	461	8	16	0.3436	0	3.04
ceod004660	4.5967	2219	0.4271	50.8788	1129	65	31	0.4360	1	7.28
ceod004665	2.3025	2218	0.4257	18.7106	415	25	26	0.4024	0	6.33
ceod004683	7.0253	2214	0.4052	46.7931	1036	53	101	0.4129	0	14.39
ceod004688	0.4040	2213	0.4108	6.5522	145	2	7	0.3740	0	1.64
ceod004708	13.8903	2206	0.4165	32.0036	706	124	179	0.4179	0	27.89
ceod004733	2.0105	2199	0.3984	37.3806	822	14	30	0.4183	0	3.72
ceod004734	3.7649	2199	0.3515	34.1974	752	44	38	0.3667	0	10.37
ceod004739	2.1597	2198	0.3509	18.8353	414	19	28	0.3623	0	6.66
ceod004754	2.1358	2194	0.3827	22.9262	503	12	35	0.4011	0	4.72
ceod004761	6.4610	2193	0.3860	47.6516	1045	65	64	0.4192	0	11.20
ceod004769	1.2913	2190	0.3936	9.7260	213	13	15	0.3610	0	4.91
ceod004772	4.4376	2189	0.3399	29.7853	652	36	60	0.3493	0	10.75
ceod004779	0.7838	2188	0.4142	19.9269	436	4	13	0.4281	0	1.77
ceod004797	1.0046	2185	0.3834	37.0252	809	6	14	0.3307	0	2.23
ceod004807	0.5862	2182	0.4225	13.2906	290	4	9	0.4334	0	1.71
ceod004878	1.8186	2166	0.3749	22.6223	490	16	23	0.3333	0	5.79
ceod004887	1.9621	2162	0.3478	18.3164	396	11	31	0.3119	0	5.07
ceod004914	0.9829	2158	0.3978	17.4699	377	7	14	0.3442	0	2.72
ceod004959	2.3201	2146	0.3459	25.2097	541	18	31	0.3744	0	6.44
ceod004984	0.7017	2139	0.3801	15.0070	321	5	10	0.4455	0	2.58
ceod004994	0.3779	2138	0.3770	18.0075	385	5	3	0.3020	0	0.86
ceod004995	4.2432	2138	0.3892	22.3106	477	21	69	0.3535	0	11.04
ceod005010	1.3177	2134	0.4025	13.0272	278	5	23	0.3750	0	4.41
ceod005011	0.1420	2134	0.3763	4.7329	101	0	3	0.3861	0	0.64
ceod005033	0.7110	2128	0.3590	17.3402	369	8	7	0.3393	0	1.82
ceod005050	1.2875	2125	0.3995	9.3176	198	3	24	0.4331	0	4.55
ceod005063	2.2370	2122	0.4014	30.0189	637	26	21	0.4373	0	5.73
ceod005105	0.9082	2113	0.4039	16.2328	343	14	5	0.3493	0	2.52
ceod005113	0.4306	2111	0.3477	16.0114	338	3	6	0.2717	0	1.43
ceod005126	1.2482	2107	0.4133	16.5638	349	16	10	0.3644	0	4.13
ceod005130	0.4763	2106	0.4060	13.7227	289	5	5	0.4386	0	1.27
ceod005150	1.3875	2103	0.3914	45.6966	961	16	13	0.3906	0	2.67
ceod005155	3.8811	2102	0.3858	31.1132	654	32	49	0.3256	0	8.19
ceod005171	3.3656	2098	0.4359	39.8475	836	30	40	0.4192	0	6.11
ceod005173	2.7544	2097	0.3400	26.3710	553	28	28	0.3336	0	6.98
ceod005227	0.2908	2087	0.3474	17.7767	371	5	1	0.3366	0	0.66
ceod005235	4.3424	2085	0.3421	16.1151	336	16	74	0.3722	0	11.79
ceod005245	1.9390	2082	0.3811	22.5744	470	14	26	0.3220	0	5.70
ceod005247	0.4462	2082	0.4035	18.8280	392	1	6	0.4229	0	1.02
ceod005255	0.5341	2080	0.3736	17.2115	358	5	6	0.4851	0	1.40
ceod005263	7.1582	2079	0.4114	13.2756	276	48	100	0.4727	0	20.78
ceod005277	1.5000	2076	0.3897	16.5703	344	20	11	0.3574	0	4.40
ceod005278	2.1358	2076	0.3977	13.6802	284	14	30	0.4640	0	6.08
ceod005284	2.3206	2074	0.3578	35.5352	737	16	32	0.3461	0	5.17
ceod005333	0.0490	2061	0.3523	4.9005	101	1	0	0.3564	0	0.22
ceod005348	3.7402	2059	0.3902	43.5163	896	41	35	0.3741	0	8.03
ceod005359	2.2505	2056	0.3687	24.9514	513	14	32	0.3222	0	5.26
ceod005370	2.0638	2054	0.3790	18.8413	387	27	15	0.4041	0	7.06
ceod005371	0.5886	2054	0.3778	25.3651	521	3	9	0.3556	0	1.14
ceod005375	1.9679	2053	0.4024	18.2660	375	10	30	0.3032	0	4.86
ceod005397	1.6282	2047	0.3473	35.1246	719	9	24	0.3675	0	3.20
ceod005442	0.0000	2037	0.3773	0.0000	0	0	0	0.0000	-1	0.00
ceod005477	3.5401	2031	0.3939	51.0586	1037	28	21	0.3653	1	4.51
ceod005479	7.5446	2031	0.4032	70.0640	1423	32	100	0.3736	4	10.24
ceod005480	2.2408	2031	0.3725	19.8917	404	17	30	0.4319	0	7.84
ceod005497	0.2493	2026	0.4342	10.5133	213	1	4	0.3881	0	0.75
ceod005515	0.3497	2022	0.3745	14.2928	289	7	0	0.3918	0	1.12
ceod005525	0.2015	2020	0.3937	10.2970	208	2	2	0.3688	0	0.67
ceod005534	4.0228	2017	0.4140	26.9707	544	27	52	0.3497	0	10.11
ceod005609	2.3635	2000	0.3455	30.4000	608	26	21	0.3411	0	5.31
ceod005620	0.2407	1998	0.4194	6.1061	122	1	4	0.2139	0	1.01
ceod005624	0.0506	1997	0.3285	5.0576	101	1	0	0.3465	0	0.22
ceod005625	1.9870	1997	0.3204	38.1572	762	15	24	0.3206	0	3.40
ceod005659	4.2162	1989	0.4119	20.3620	405	42	41	0.4377	0	12.29
ceod005687	1.5711	1984	0.3795	33.8710	672	8	23	0.3433	0	3.18
ceod005700	14.3115	1981	0.4598	81.8778	1622	26	76	0.4865	13	11.50
ceod005710	3.5530	1980	0.3590	12.3737	245	34	36	0.4465	0	10.78
ceod005712	6.8354	1980	0.3708	67.8788	1344	81	53	0.4164	2	12.07
ceod005724	1.1689	1978	0.3251	28.9687	573	13	10	0.3491	0	2.53
ceod005731	4.4922	1977	0.3704	31.9170	631	46	42	0.4206	0	9.98
ceod005732	5.8948	1977	0.3451	48.7607	964	51	63	0.3907	0	13.59
ceod005737	0.6648	1975	0.4130	8.7595	173	6	7	0.4570	0	2.50
ceod005762	0.6645	1970	0.3832	17.5635	346	5	8	0.2612	0	1.84
ceod005768	3.9025	1969	0.3571	73.8954	1455	34	36	0.3012	1	5.25
ceod005790	3.4232	1966	0.3540	22.7874	448	15	52	0.3260	0	8.75
ceod005819	2.5332	1958	0.3652	21.7058	425	19	30	0.3785	0	6.52
ceod005833	0.9734	1955	0.3320	32.0716	627	11	8	0.3101	0	1.82
ceod005896	10.2298	1941	0.3745	87.9959	1708	78	118	0.3696	6	13.88
ceod005919	0.5152	1937	0.3249	17.1915	333	4	6	0.2782	0	1.26
ceod005924	5.2603	1936	0.4158	57.1281	1106	11	67	0.4591	1	8.26
ceod005927	1.9824	1936	0.3492	15.1860	294	9	29	0.3473	0	5.81
ceod005935	0.8878	1934	0.3871	24.6639	477	10	7	0.3751	0	2.00
ceod005943	2.5603	1933	0.3249	29.4361	569	25	24	0.3451	0	6.44
ceod005948	1.3585	1933	0.4266	30.2638	585	20	6	0.4646	0	2.63
ceod005949	1.4596	1932	0.4198	23.6542	457	10	18	0.4300	0	2.97
ceod005964	9.2125	1929	0.3432	35.6661	688	50	126	0.4163	0	23.22
ceod005983	1.4691	1925	0.4057	11.8442	228	9	19	0.4194	0	4.38
ceod005991	1.2495	1924	0.3821	25.4678	490	6	18	0.4022	0	2.98
ceod006000	0.8404	1923	0.4113	12.5845	242	5	11	0.4103	0	2.94
ceod006013	0.7288	1921	0.3706	10.0989	194	3	11	0.4031	0	2.35
ceod006014	9.9974	1921	0.3816	43.4149	834	82	71	0.3768	0	14.81
ceod006022	7.9255	1920	0.4006	41.7708	802	57	55	0.4309	0	15.10
ceod006034	5.7868	1918	0.4220	59.9583	1150	95	13	0.4061	3	8.34
ceod006041	0.0000	1917	0.4326	0.0000	0	0	0	0.0000	-1	0.00
ceod006060	1.5303	1914	0.4138	11.7555	225	7	22	0.4459	0	4.78
ceod006069	2.1152	1910	0.3859	19.1623	366	24	16	0.3847	0	6.31
ceod006071	11.4806	1910	0.4236	32.5131	621	143	74	0.4884	0	23.17
ceod006077	2.4319	1910	0.4166	20.7853	397	15	31	0.3627	0	6.00
ceod006081	1.8193	1909	0.3658	13.2006	252	10	25	0.4062	0	5.31
ceod006083	2.3789	1908	0.4380	19.1824	366	28	17	0.3890	0	7.31
ceod006085	7.3580	1908	0.4000	23.8994	456	52	87	0.4362	0	23.33
ceod006108	4.2985	1903	0.3674	21.9653	418	18	63	0.3838	0	12.18
ceod006112	2.1682	1903	0.3699	18.4446	351	13	28	0.3313	0	5.89
ceod006139	2.7800	1900	0.3698	42.3158	804	13	39	0.3410	0	5.95
ceod006142	0.2127	1899	0.4144	12.7962	243	2	2	0.4777	0	0.58
ceod006146	1.5424	1899	0.3575	18.6414	354	2	27	0.3848	0	4.30
ceod006154	4.8535	1898	0.3646	62.2761	1182	46	21	0.3839	1	6.09
ceod006167	4.9488	1896	0.3787	46.8882	889	56	37	0.4584	0	14.70
ceod006203	3.0407	1890	0.3534	28.5714	540	14	43	0.3860	0	7.75
ceod006287	5.0954	1877	0.3386	31.5930	593	19	76	0.3563	0	11.19
ceod006294	2.6386	1876	0.3945	27.8252	522	18	31	0.3168	0	6.71
ceod006349	6.2262	1866	0.3458	48.7138	909	33	82	0.3484	0	9.27
ceod006354	0.0542	1865	0.3936	5.4155	101	0	1	0.4257	0	0.23
